customer_id,customer_name,email,signup_date,country,region,industry,acquisition_channel
CUST001524,Melanie Russell,eatkins@example.com,28-04-2024,USA,Kentucky,Manufacturing,affiliate
CUST004501,Brian Burke,valeriereed@example.org,2024-01-29,CA ,Oregon,Retail,social
CUST004478,Nicole Kaiser,banderson@example.net,18 Jan 2026,DE,,Media,DISPLAY
CUST002432,John Bishop,john02@example.com,2024-05-08,DE,Tennessee,Manufacturing,referral
CUST002427,Raven Richardson,martinlisa@example.net,2023-12-14,CA ,Louisiana,Hospitality,organic
CUST008650,Justin Cox,jwinters@example.com,,USA,,Technology,Referal
CUST002392,Crystal Yates,davidpearson@example.net,12-05-2025,United Arab Emirates,,Logistics,Referal
CUST006569,Michelle Werner,morrowcassandra@example.com,20 Oct 2023,Germany,Alaska,Healthcare,Affiliate
CUST008944,Shannon Craig,raymondbeasley@example.org,09 Jan 2025,DE,South Carolina,Healthcare,Google Ads
CUST009283,Todd Moore,oliverdominic@example.com,2024-07-10,AUS,West Virginia,Logistics,affiliate
CUST001554,Scott Torres,kevinacosta@example.net,2025-04-07,australia,Massachusetts,Logistics,Referral
CUST008380,Jackie Anderson,gobrien@example.net,2026-06-10,singapore,Montana,Logistics,affiliate
CUST000144,Theodore Jones Jr.,cameronhill@example.net,10/14/2023,france,,Retail,Instagram
CUST000870,Christopher Black,melaniejennings@example.com,2024-03-12,Canada,,Media,Email Marketing
CUST001062,Christopher Alexander,ywolf@example.com,2025-03-10,United Arab Emirates,Alaska,Manufacturing,Referal
CUST001032,Sherry Stevens,mclaughlinkeith@example.com,11-01-2024,United Arab Emirates,Minnesota,Education,Paid-Search
CUST004945,Matthew Berry,kimberlybryan@example.org,2024-06-07,US,Florida,Technology,referral
CUST000082,Justin Allen,fbrewer@example.com,2023-02-08,Singapore,Alaska,Logistics,AFFILIATE
CUST003311,Brittany Bartlett,daniel41@example.net,2024-02-06,India,Vermont,Manufacturing,Instagram
CUST002157,Richard Williams,mortonkenneth@example.net,2025-12-16,AUS,New York,Media,Display
CUST004208,Andrew Jenkins,suzanne53@example.com,2023-02-06,australia,Kentucky,Finance,display
CUST001298,John Smith,thomaswilliams@example.org,09-01-2024,UAE,Oregon,,REFERRAL
CUST001991,Renee Davis,,04 Dec 2023,australia,,Finance,Referal
CUST000831,  Ms. Brittany Gibson  ,kingtyler@example.net,20-06-2025,SG,Florida,,Partner
CUST006617,Dawn Murray,rgross@example.com,08-02-2026,France,West Virginia,Technology,PAID SEARCH
CUST003282,Michael Wilson,bbrady@example.org,2023-07-14,FR,Pennsylvania,Retail,referral
CUST005442,Eileen Alvarez,aprillopez@example.net,2024-12-01,SG,Minnesota,Real Estate,Email Marketing
CUST002351,Dr. Marie Silva MD,shelleyvelasquez@example.com,2024-12-04,england,,Education,Facebook Ads
CUST008843,Emily Evans,,02-01-2024,india,California,Technology,Affiliate
CUST008007,Nicholas Ferguson,amanda61@example.net,20-11-2024,france,Connecticut,Education,Affiliate
CUST005455,Michael Bender,moonryan@example.net,2024-01-02,Singapore,Tennessee,Education,paid search
CUST001400,Nicole Middleton DDS,codyarnold@example.net,2024-12-01,Brazil,,Real Estate,referral
CUST000791,Jimmy Flores,cordovaamy@example.net,09/06/2024,Brazil,Michigan,Hospitality,REFERRAL
CUST007015,Kenneth Estes,,05/14/2026,United states,Kansas,Logistics,Facebook Ads
CUST003077,Ms. Elizabeth Smith MD,shaun13@example.com,2023-09-22,U.S.A,Connecticut,Healthcare,Instagram
CUST002259,Jonathan Smith,davidkane@example.com,13-12-2025,england,Alabama,Finance,Affliate
CUST000664,Dawn Ellis,astephens@example.net,2023-12-15,AUS,New York,Education,paid search
CUST005382,April Mccullough,ydavenport@example.net,2024-02-09,UK,Indiana,Retail,Display
CUST006068,Elizabeth Meza ,,,Germany,Mississippi,Finance,Facebook Ads
CUST006800,Caroline Harris,rstephens@example.org,2025-12-08,SG,Florida,Real Estate,ORGANIC
CUST004899,Daniel Delacruz,douglas53@example.net,,CA ,Iowa,Education,social
CUST007623,Julie Francis MD,betty57@example.org,2025-03-28,Australia,New York,Real Estate,Organic Search
CUST009834,Bobby Adams,jerrydonaldson@example.com,2025-03-27,US,Kansas,,Facebook Ads
CUST004295,Bradley Richards,,2026-06-27,  U.A.E  ,Hawaii,Healthcare,REFERRAL
CUST005652,MADISON SIMON,vmolina@example.com,12/21/2025,INDIA,Hawaii,Manufacturing,REFERRAL
CUST009584,David Gordon,colemandaniel@example.org,2024-04-10,  USA  ,New York,Hospitality,Affliate
CUST000507,Ryan Howard,robertsgina@example.net,2024-11-15,Canada,Colorado,Logistics,Paid-Search
CUST005008,Jessica Pena,williamsmonica@example.com,,Singapore,Michigan,,  display  
CUST005826,Douglas Stout,jamesbest@example.com,2024-09-01,singapore,Delaware,Healthcare,ORGANIC
CUST005513,Zoe Bennett,wpeters@example.com,2026-01-25,AUS,Hawaii,Retail,  EMAIL  
CUST006507,Amanda Peterson,brownrichard@example.net,2024-08-18,United States,Utah,Media,display
CUST004134,Julie Holmes,michellejohnson@example.org,27-07-2025,Germany,Kentucky,Retail,SEO
CUST006965,Wendy Jacobs,fernandezmark@example.net,19 Jul 2023,Australia,New York,Logistics,Email
CUST009692,Gabrielle Pruitt,ashleyball@example.com,18 Jul 2025,CA ,New Hampshire,Hospitality,Display Ads
CUST009359,Brenda Gardner,jenniferfaulkner@example.net,2023-11-24,Singapore,Louisiana,Media,Paid Search
CUST000282,Sara Jones,duranrobert@example.net,02/26/2025,United Arab Emirates,,Media,  Banner  
CUST005842,Lisa Barry,john12@example.org,2024-11-21,AUS,Mississippi,Technology,social
CUST005816,Donald Arnold,maybernard@example.org,05/08/2025,Australia,Montana,,AFFILIATE
CUST004177,Christina Garcia,brownjustin@example.com,2025-03-02,U.A.E,Michigan,Media,Organic Search
CUST002749,Ronald Cooper,,2025-01-27,IN,Idaho,Real Estate,PPC
CUST000264,Jessica Gray,johnreed@example.com,28-05-2024,USA,Illinois,Manufacturing,Banner
CUST007570,Sheena Torres,laura21@example.com,17 Nov 2025,germany,,Education,Facebook Ads
CUST003101,Timothy Charles,danielle28@example.com,2023-08-11,U.K.,Iowa,Technology,Organic Search
CUST009289,  Stephen Buchanan  ,jacobhart@example.net,09-01-2023,germany,New Mexico,Hospitality,DISPLAY
CUST001677,Allison Alexander,carolynroberts@example.org,03/12/2024,  CA   ,,Retail,Email
CUST004739,Vickie Wallace,wnelson@example.net,2023-08-06,france,South Carolina,Media,Social
CUST008255,Peter Wiggins,marthacannon@example.org,2025-04-07,United Arab Emirates,Iowa,Logistics,Facebook Ads
CUST003919,Brian Hughes,heathnatalie@example.org,2026-04-02, India,Colorado,Logistics,ORGANIC
CUST003189,Scott Vargas,vanessajimenez@example.org,10/07/2023,United Arab Emirates,,Media,Affiliate
CUST006995,James Banks,jenniferclark@example.org,2024-10-04,  United Kingdom  ,Hawaii,Finance,REFERRAL
CUST006182,Deborah Smith,guzmanandrew@example.org,2024-08-29,  SG  ,South Carolina,Finance,paid search
CUST000702,Samantha Thompson,gjones@example.net,26-05-2024,france,Rhode Island,Technology,Email Marketing
CUST001365,Phillip Pineda,sandra49@example.org,28-11-2024,germany,Wisconsin,Retail,referral
CUST005424,Mark Pitts,edavis@example.com,2025-06-01,Canada,,Healthcare,Email Marketing
CUST008988,Mario Rivas,gabrielle17@example.net,09/21/2024,Singapore,New Mexico,,Affiliate
CUST007980,Erica Mullen,lisa28@example.com,16 Apr 2026,India,California,Finance,AFFILIATE
CUST007631,Michelle Black,jerryolson@example.org,,france,Colorado,Media,Paid Search
CUST000943,Jeremy Wood,hchapman@example.com,11/25/2025,BR,,,affiliate
CUST008219,  Jordan Porter  ,anthonybush@example.net,2023-10-16,brazil,Montana,Manufacturing,Affliate
CUST008136,Mark Coleman,,15-02-2024,india,Florida,Media,email
CUST003600,Travis Nguyen,lbrown@example.com,10/25/2025,australia,South Dakota,Healthcare,Affliate
CUST005074,Albert Williams,richard19@example.net,2026-05-19,United States,,Technology,Instagram
CUST008270,Jason Williams,angela48@example.net,,FR,Kansas,Technology,organic
CUST001879,Melissa Johnson,elizabeth77@example.com,2026-05-12,CA ,North Carolina,,SEO
CUST009683,Dylan Orozco,aguirreteresa@example.com,2026-05-09,BR,Oregon,Logistics,REFERRAL
CUST001301,Ronald Turner,patricia97@example.org,,UAE,Louisiana,Retail,Referal
CUST002748,Jennifer Decker,awilliams@example.com,2025-03-16,CA ,Alabama,Hospitality,Social
CUST004996,  Shawn Hawkins  ,danielgood@example.net,2024-04-03,Brazil,Oregon,,Paid-Search
CUST009109,  Monica Arroyo  ,tiffanybailey@example.org,07/29/2024,AUS,,Real Estate,DISPLAY
CUST006341,Katherine Smith,christinawilliams@example.com,2024-10-10,SG,South Carolina,Finance,Email
CUST000601,Joshua Rodriguez,jhall@example.net,09/01/2023,UK,Wisconsin,Finance,PPC
CUST004548,Kenneth Norris,lyonshannah@example.net,06/17/2023,BR,Pennsylvania,Real Estate,organic
CUST002411,  Kelly Hodge  ,cory21@example.org,2024-08-06,USA,Wisconsin,,Display Ads
CUST009881,Michele Brewer,gking@example.net,2024-02-21,australia,,Logistics,Instagram
CUST001868,Danielle Stein,terrywilliam@example.com,05/02/2025,U.S.A,West Virginia,Healthcare,Facebook Ads
CUST008004,David Smith,garrettlewis@example.net,2025-09-25,Germany,Michigan,Media,social
CUST000830,Denise Clarke,qkelly@example.net,2023-03-28,Brazil,Montana,Real Estate,  Referral  
CUST002580,Mrs. Krista Jones DDS,corey22@example.com,2026-07-31, India,Ohio,Healthcare,Email Marketing
CUST000204,Tiffany Watson,berryalyssa@example.com,2026-03-19,United Arab Emirates,,Technology,paid search
CUST005132,Angela Flores,kellerdana@example.org,02-06-2026,Brazil,Tennessee,,organic
CUST007292,Timothy Gutierrez,jeffreyestrada@example.com,2026-01-12,Singapore,Nevada,Media,Paid Search
CUST002679,Brett Young,kathy78@example.org,,USA,Michigan,Hospitality,Organic
CUST004098,  Marcus Porter  ,sandraclark@example.com,2024-12-18,Singapore,Illinois,Manufacturing,Paid-Search
CUST000661,  Michael Acosta  ,nicholasjames@example.org,2023-04-19,singapore,Michigan,Logistics,Email
CUST004123,Sean Johnson,xwarren@example.org,01/22/2024,United Kingdom,Ohio,Technology,Google Ads
CUST009247,  Mr. Curtis Mccall  ,deanmelissa@example.net,2024-11-13,CA ,Ohio,Media,Email
CUST005935,Sandra Griffin,conniebrandt@example.com,2025-06-22,SG,New Mexico,Retail,social media
CUST001380,Caitlin Williams,rhondajohnson@example.net,11/23/2025,Canada,Indiana,Finance,Organic Search
CUST003917,Ashley Parsons,lauren57@example.org,2025-02-10,CA ,,Hospitality,affiliate
CUST009348,Mary Smith,,2024-01-01,france,Mississippi,Finance,ORGANIC
CUST007459,Charles Sampson,qlove@example.com,2023-11-01,germany,Delaware,Real Estate,Referral
CUST007774,William Hansen,darryl49@example.com,2024-10-20,USA,Nebraska,Logistics,paid search
CUST009084,Jeffrey Cox,diaztravis@example.com,2023-05-13,germany,Florida,Retail,Referal
CUST008445,Debra Robinson,joyhughes@example.com,07/22/2026,SG,Louisiana,Hospitality,Partner
CUST005391,Michael Huang,michaellucas@example.org,06/13/2023,SG,,Real Estate,SEO
CUST009561,Thomas Johnson,awade@example.com,2026-02-22,brazil,,Logistics,Email
CUST009780,Michael Richardson,williamwilliams@example.com,,germany,Pennsylvania,Logistics,Display
CUST002246,James Meyers,kelsey70@example.net,2023-11-12,United Arab Emirates,South Carolina,Retail,social media
CUST002438,Roger Gutierrez DDS,sarawilliams@example.com,02/27/2023,  Germany  ,South Dakota,Media,referral
CUST006667,Tina Little,jacqueline12@example.net,16-03-2025,USA,South Dakota,Retail,Social
CUST006901,Lindsay Scott,xcox@example.org,2023-04-15,France,Georgia,Manufacturing,Paid Search
CUST007476,Kimberly Porter,ballwilliam@example.net,2023-06-25, India,Michigan,Finance,Display
CUST007199,Kevin Snow,ljones@example.com,2023-06-18,UK,Montana,,Paid-Search
CUST002827,Eric Smith,omorris@example.net,2023-03-29,Australia,New Mexico,,Paid-Search
CUST002321,Veronica Hill,jefferyanderson@example.net,10/20/2023,australia,New Hampshire,Healthcare,display
CUST009862,  Steven Fox  ,hayesnicole@example.com,2023-08-06,Canada,Wisconsin,Manufacturing,Social
CUST000804,Maxwell Roberts,traviswatts@example.org,13-07-2025,U.K.,,Logistics,paid search
CUST000897,Emily Cohen,michaeldavis@example.com,2025-01-07,australia,North Carolina,Media,Paid-Search
CUST005845,William Mclaughlin ,,2025-10-30,Singapore,Washington,Real Estate,Partner
CUST003630,  Jordan Taylor  ,ndavis@example.org,2025-05-14,AUS,Illinois,Retail,email
CUST001730,Lynn Morgan,gabriella69@example.org,2024-06-27,United Kingdom,Rhode Island,Hospitality,Affliate
CUST006780,Robert Riddle,michaelpalmer@example.org,2025-03-14,france,,Finance,Paid-Search
CUST008736,Timothy Williams,andrew43@example.net,06/02/2025,U.K.,Rhode Island,Healthcare,ORGANIC
CUST002857,Diane Walker,gonzalezmelissa@example.org,2025-01-21,brazil,Missouri,Real Estate,SOCIAL
CUST002812,Angela Patel,xclarke@example.com,2025-01-28,AUS,Utah,Retail,DISPLAY
CUST004637,Brenda Sanders,jamesmcclure@example.org,2026-02-13, India,California,Finance,Organic Search
CUST003265,Katherine Ramos,michael99@example.net,06-03-2023,australia,Colorado,Logistics,Banner
CUST006302,DR. BENJAMIN PATTERSON,baileymeghan@example.org,2025-09-15,Brazil,Oregon,Media,ORGANIC
CUST008503,Jared Harris,rbradley@example.com,2026-07-03,CA ,Kentucky,Retail,  PPC  
CUST007717,Kaitlin Mcfarland,beasleystacey@example.net,2024-08-25,IN,New York,Hospitality,email
CUST002657,William Owens,michelle01@example.org,2025-07-26,U.A.E,Indiana,Education,Display Ads
CUST006174,Sabrina Collier,garrettamanda@example.org,08/28/2023,france,Missouri,Hospitality,Email Marketing
CUST002542,Susan Hayes,murraysara@example.net,2023-12-04,US,North Dakota,Logistics,Email
CUST006183,Pamela Taylor,ngilbert@example.com,2025-04-07,United states,Kansas,Media,DISPLAY
CUST005133,Brian Alvarez,nathanhubbard@example.org,25-06-2026,singapore,Idaho,Logistics,paid search
CUST008813,Todd Jones,travispearson@example.org,2025-07-18,singapore,Oklahoma,Technology,referral
CUST007856,CATHERINE MITCHELL,cathy39@example.org,2025-12-27,Singapore,Oregon,Manufacturing,SEO
CUST003851,Jeffrey Weaver,jacob28@example.com,2025-03-28,BR,West Virginia,Manufacturing,affiliate
CUST002708,Jessica Allen,fernandezsusan@example.org,02/20/2023,AUS,,Education,PAID SEARCH
CUST001254,Lauren Garcia,hho@example.org,2024-06-05,FR,Georgia,Healthcare,display
CUST007095,Angela Romero,,2024-03-11,  FR  ,,Education,social
CUST006201,Kimberly Browning,lkim@example.com,2026-04-27,United States,Texas,Media,SEO
CUST004460,Crystal Miller,moraleslori@example.com,2023-09-05,  australia  ,Mississippi,,AFFILIATE
CUST003968,Sally Rowe,oconnorjeremy@example.org,2026-07-04,France,Nevada,,Email Marketing
CUST009445,Taylor Gates,bridget22@example.org,11/24/2024,Australia,,Technology,Paid-Search
CUST001959,Tiffany Coleman,qramirez@example.net,07/05/2023, India,Indiana,Logistics,Email
CUST008697,Jeffrey Smith,,26-07-2026,United states,Delaware,Technology,  AFFILIATE  
CUST008501,Wendy Cline ,,2026-07-19,IN,,Technology,Banner
CUST006172,Barbara Washington,ostevenson@example.org,2023-11-27,United Arab Emirates,Indiana,Hospitality,PAID SEARCH
CUST003392,CHRISTINA LESTER,ibarton@example.org,2024-08-20,INDIA,Minnesota,Logistics,Affiliate
CUST008166,Kelly Fuller,crystal38@example.net,28 Jun 2026,France,Alabama,Finance,Paid Search
CUST009015,Thomas Lee,cgill@example.org,12/10/2025,DE,,Education,  referral  
CUST008269,Jacob Turner,patrick88@example.org,24 Feb 2025,France,New York,Education,Referral
CUST001917,Robert Hall,larry88@example.org,12/28/2025,France,Virginia,Healthcare,Banner
CUST002921,Derrick Hampton,rlee@example.net,2024-09-09,UK,Kansas,Manufacturing,Facebook Ads
CUST009364,Kathryn Giles,mponce@example.com,08/23/2023,UAE,New Mexico,Finance,social
CUST005881,Ricky Peterson,foxanthony@example.org,2024-03-31,  australia  ,Michigan,Logistics,Display
CUST005475,Lacey Smith,jeffrey00@example.org,2025-11-13,FR,New Jersey,Healthcare,Email Marketing
CUST007334,George West,jodysoto@example.net,08-12-2024,U.A.E,,Hospitality,organic
CUST005486,David Williams,hperez@example.com,2025-03-14,australia,New Mexico,Technology,Social
CUST000957,Lisa Morales,henrysarah@example.com,30-07-2025,AUS,Nevada,Manufacturing,DISPLAY
CUST003410,Charles Holloway,edwinmiller@example.com,2023-03-27,DE,Minnesota,Media,Email Marketing
CUST006891,Edward Mays,,,Brazil,,Manufacturing,  display  
CUST009253,Sandra Brown,longbob@example.net,2024-12-25,brazil,Colorado,Logistics,Social
CUST003558,Joseph Harvey,brownpamela@example.com,2025-06-07,UAE,Nebraska,Healthcare,Affiliate
CUST007961,Antonio Richards,michelereeves@example.com,2025-01-21,UAE,Florida,,Display
CUST006364,Janet Gonzalez,monicapacheco@example.com,2023-05-06,United Arab Emirates,West Virginia,Hospitality,PPC
CUST002572,Sara Hoover,harrisstacey@example.net,2023-11-14,Australia,North Carolina,Logistics,Organic
CUST009693,  Wanda Dawson  ,uyoder@example.net,2025-04-24,United States,,Education,Partner
CUST001177,Charles Mendoza,lwhite@example.org,2026-03-31,United States,Illinois,Technology,EMAIL
CUST006243,Carly Hill,jimenezjasmine@example.net,07-04-2026,singapore,Wyoming,Healthcare,  Email Marketing  
CUST004136,Allison Stokes,elizabeth26@example.org,2025-06-03,UK,Idaho,Media,Email Marketing
CUST009493,Daniel Martin,johndavis@example.net,20-03-2026,United states,Arizona,Media,REFERRAL
CUST003525,Douglas Collins,qrhodes@example.org,2023-12-02,FR,Colorado,Technology,Organic
CUST002553,Erin Nichols,foleyjennifer@example.org,05-04-2023,SG,Maine,Retail,Instagram
CUST005740,Tyler Peters,jared29@example.com,2025-09-17,Canada,Colorado,Real Estate,  Email Marketing  
CUST004589,Gavin Hooper,mariavincent@example.org,11/26/2023,Singapore,,Logistics,display
CUST001929,James Sanford,susan90@example.net,12-08-2025,  singapore  ,Indiana,Logistics,Google Ads
CUST004025,Brittany Jefferson,karengould@example.net,2025-08-09,canada,Virginia,Logistics,Organic Search
CUST005936,  Gary Smith  ,kennethbright@example.org,2023-10-16,BR,,Manufacturing,  Partner  
CUST006451,Elizabeth Morrow,john12@example.org,09/12/2024,DE,Arizona,Media,Google Ads
CUST003405,Emma Russell,zyoung@example.com,18 Jan 2023,singapore,Massachusetts,Retail,Paid Search
CUST002250,Mr. Jackson Watson,dwhite@example.org,2025-11-12,england,Oregon,Finance,Email Marketing
CUST001286,Jack Hester,kimberlylopez@example.com,07/04/2025,Australia,Nevada,Logistics,Paid Search
CUST007993,Anthony Ramirez MD,eric35@example.net,2023-03-10,U.A.E,North Dakota,Finance,Instagram
CUST003003,Angela Parks,betty32@example.com,04-07-2024,India,,Logistics,Partner
CUST001375,Cathy Hunter,criley@example.net,2025-08-25,DE,Virginia,Technology,EMAIL
CUST004757,Wyatt Harrison,sgoodwin@example.org,2025-07-16,United Kingdom,Nebraska,Real Estate,referral
CUST004540,Alexander Foster,josephfisher@example.org,2024-12-06,DE,Florida,Real Estate,referral
CUST005541,Amber Byrd,penny89@example.org,2025-03-06,U.A.E,Wisconsin,Finance,social media
CUST000439,Carl Green,staceylam@example.net,2024-08-10,U.K.,Colorado,Real Estate,Banner
CUST002734,Amber York,dlowery@example.net,2024-05-24,India,Florida,Healthcare,  Paid-Search  
CUST000945,Kari Ellis,bensonstanley@example.org,2023-12-27,CA ,,Healthcare,Organic Search
CUST003309,Jacqueline Frank,matthewfisher@example.org,2024-03-14,SG,Utah,Logistics,E-mail
CUST005171,Shannon Foster,lesliehenderson@example.org,2025-04-20,canada,Illinois,Logistics,Organic Search
CUST000050,Jessica Joyce,cruzbarbara@example.com,2025-06-18,United states,Arizona,Manufacturing,  DISPLAY  
CUST005918,Whitney Taylor,oleon@example.org,2025-01-09,france,Utah,Media,Paid-Search
CUST009150,Jordan Fernandez,tgomez@example.net,2023-10-29,UAE,Wyoming,Healthcare,social media
CUST007914,Timothy Costa,mark68@example.net,2023-05-18,UAE,Louisiana,,affiliate
CUST000525,Daniel Velez,paul70@example.org,2024-03-05,Singapore,Tennessee,Finance,REFERRAL
CUST006275,Shelby Leonard,jacobhernandez@example.org,2025-09-18,France,South Dakota,,Referral
CUST004842,Zachary Ellis,wattsjason@example.net,19-06-2025,singapore,South Dakota,Real Estate,EMAIL
CUST007568,Kaitlin Smith,samantha02@example.com,17 Nov 2024,United states,Rhode Island,Hospitality,Display Ads
CUST005524,Destiny Atkinson,prestonjohn@example.com,2026-02-26,india,Nevada,Healthcare,Paid-Search
CUST007830,Amanda Flores,kathydavis@example.net,2025-12-02,AUS,Arkansas,Technology,Display
CUST005951,Jesus Castillo,petersonrichard@example.com,2025-08-13,Australia,Hawaii,Technology,display
CUST002371,Cody Lawson,duranlindsay@example.org,,england,Missouri,Real Estate,referral
CUST007228,  Dr. Travis Wright  ,bauertiffany@example.net,2024-05-26,U.S.A,Maine,,Organic
CUST009305,Louis Butler,tim39@example.org,20-01-2026,germany,Missouri,Technology,E-mail
CUST006960,  Amanda Smith  ,richard81@example.net,2024-08-13,  United Kingdom  ,Ohio,Retail,Organic
CUST006108,Laura Waters,ashleyvelez@example.com,2023-05-20,germany,Mississippi,Real Estate,social
CUST006584,Linda Bradshaw,michael89@example.org,11/24/2023,singapore,Georgia,Retail,Instagram
CUST004474,Tina Hobbs,debrabryant@example.org,2024-04-21,Brazil,Texas,Real Estate,email
CUST001995,Michelle Warren,smithjack@example.org,10-09-2024,Australia,Alaska,Manufacturing,Social
CUST004214,Melissa Williams,david38@example.org,29-08-2023,CA ,Alabama,Finance,Paid Search
CUST009466,Dalton Doyle,michellecortez@example.org,11 Sep 2024,brazil,Alabama,Real Estate,social media
CUST006239,  Carrie Williams  ,herbertbrown@example.com,05-02-2023,SG,North Dakota,Technology,Affiliate
CUST004703,Mary Douglas,prestonsusan@example.net,2024-06-01,India,Maryland,Retail,ORGANIC
CUST005217,Lori Nguyen,aleczavala@example.org,18-04-2025,UAE,New Hampshire,Hospitality,DISPLAY
CUST007495,Kimberly Rogers DDS,pweber@example.org,2024-08-23,United States,Missouri,Retail,ORGANIC
CUST008515,Bridget Donovan,lbridges@example.org,2024-02-27,U.K.,,Technology,SOCIAL
CUST002588,Johnny Taylor,johnsonsteven@example.net,21 Oct 2025,UAE,New Jersey,Healthcare,social media
CUST002562,  Bradley Aguirre  ,casey61@example.org,2025-12-27,BR,Connecticut,Education,Referral
CUST000378,Cindy Gates,christopherwright@example.com,26-06-2024,england,Montana,Logistics,Paid-Search
CUST004797,  Francisco Smith  ,molinajoseph@example.net,09/26/2025,BR,North Carolina,Hospitality,EMAIL
CUST003225,  Tonya Richardson  ,fgregory@example.com,20-01-2025,CA ,Arkansas,Finance,SEO
CUST005044,Sandra Christensen MD,jenna90@example.net,01/01/2023,USA,Michigan,Education,  Facebook Ads  
CUST009410,Alison Long,jacksondavid@example.com,2026-07-23,  Australia  ,Iowa,Finance,DISPLAY
CUST008134,Gloria Navarro,denisenixon@example.net,22 Jul 2023,UAE,West Virginia,Logistics,paid search
CUST007854,Jared Lee,katherineyang@example.net,2025-03-05,France,Idaho,,E-mail
CUST004641,Ronald Lara,bruceochoa@example.com,28-04-2024,UK,Maine,,SEO
CUST001021,Cole Carrillo,cclark@example.net,2025-12-22,France,Alaska,Healthcare,affiliate
CUST000272,Tracy Grant,paulscott@example.com,2024-07-29,Germany,Tennessee,Hospitality,social
CUST004968,Jacob Mendez,alexandria48@example.net,2023-09-20,AUS,Rhode Island,Finance,Referral
CUST006574,Erica Green,dustinbanks@example.org,11-03-2026,BR,Michigan,Logistics,Paid Search
CUST001463,SARA SMITH,ann15@example.com,29-09-2024,australia,Oregon,,PPC
CUST005266,Sarah Golden,jennifermoss@example.com,2025-06-10,United Arab Emirates,Virginia,Retail,Organic
CUST009295,Rachel Jackson,umartinez@example.net,04/14/2026,australia,Louisiana,Logistics,Organic
CUST001460,Nancy Cook,rachael29@example.net,2023-05-27,SG,Mississippi,Logistics,Google Ads
CUST007809,  Charles Berry  ,tmcgee@example.com,2024-07-13,Brazil,Idaho,Media,Social
CUST008821,Carol Melendez,davidpatel@example.com,16-07-2023,Brazil,North Carolina,Logistics,Email Marketing
CUST000100,Donald Shea,fwalters@example.org,2024-08-23,Germany,,Finance,affiliate
CUST005363,Shannon Harvey,sclark@example.net,2025-09-10,SG,Delaware,Media,paid search
CUST009924,Jill Holt,foxbilly@example.net,2024-03-05,U.S.A,Indiana,Real Estate,Organic
CUST001128,Rachel Martinez,brianna71@example.net,07-05-2023,DE,Minnesota,Manufacturing,REFERRAL
CUST005299,  Melissa Warren  ,dalehudson@example.org,2025-01-23,germany,,Finance,display
CUST009728,Drew Fernandez,banderson@example.com,,Singapore,Ohio,Manufacturing,Email Marketing
CUST008082,Bruce Zavala,reneedunlap@example.net,12 Sep 2024,SG,Michigan,Logistics,referral
CUST005627,  James Perry  ,nicolerandall@example.net,20-06-2025,USA,Wyoming,Healthcare,REFERRAL
CUST008216,Sean Hill,keyteresa@example.com,2023-11-18,Canada,Utah,Retail,email
CUST009740,Taylor Wallace,dbrewer@example.com,2026-01-11,Brazil,Delaware,Education,DISPLAY
CUST001349,Pamela Johnson,dodsoncarly@example.net,12/28/2023,australia,Colorado,Education,  Referral  
CUST003911,Tracey Calhoun,kimberlyyoung@example.com,08-09-2023,SG,Ohio,Healthcare,DISPLAY
CUST003996,Heather Myers,tharris@example.org,,United Arab Emirates,Hawaii,Retail,Paid Search
CUST000934,Jill Harris,zterry@example.net,07-01-2023,USA,Montana,Retail,AFFILIATE
CUST004490,  Lindsay Mclaughlin  ,shellyrobertson@example.net,2024-08-08,Brazil,South Dakota,Education,affiliate
CUST000274,Benjamin Ballard,timothybooth@example.com,2026-07-29,INDIA,Maryland,Healthcare,paid search
CUST005743,Lisa Cross,hillmelissa@example.net,04/12/2023,U.K.,Colorado,Hospitality,Partner
CUST003389,Timothy Francis,sabrinaperez@example.net,08/02/2025,AUS,New Mexico,Manufacturing,Organic
CUST001952,  Alyssa Davis  ,contrerasjames@example.org,2023-08-06,SG,Iowa,Finance,DISPLAY
CUST001527,  Jessica Martinez  ,melaniechang@example.net,,SG,Wisconsin,Media,SEO
CUST001308,Carla Tucker,marshalexis@example.org,03/19/2026,United Kingdom,Indiana,Manufacturing,Organic Search
CUST005963,Jessica Kennedy,mhester@example.org,18 Jan 2024,United states,Delaware,Media,REFERRAL
CUST007357,Kristine Butler ,,25 Jun 2024,germany,Mississippi,Media,EMAIL
CUST003726,Jean Graham,betty00@example.net,2023-08-15,germany,Ohio,Healthcare,PAID SEARCH
CUST004300,Jessica Petty,npowell@example.com,2025-04-10,United Arab Emirates,Ohio,Education,affiliate
CUST009534,Erin Mcclain,jessica08@example.net,2023-02-22,singapore,West Virginia,Technology,  AFFILIATE  
CUST004991,Johnny Joseph,hannahdrake@example.com,10/31/2025,SG,Illinois,Logistics,Display
CUST008743,Robert Chang,karen58@example.net,09/03/2023,United Arab Emirates,New Jersey,Real Estate,Affiliate
CUST008343,Jennifer Williams,hendersonkaren@example.net,08/06/2024,U.A.E,,Real Estate,E-mail
CUST007686,David Brooks,michellebell@example.com,18-05-2023,AUS,Nevada,Manufacturing,Display Ads
CUST009874,James Martinez,perezmichele@example.com,2024-05-06,  france  ,North Carolina,Hospitality,Banner
